LIB_ID,LIB_NAME,FIPS_ST,FIPS_CO,COUNTY_POP,LAT,LON
NH8949,PHILBRICK-JAMES LIBRARY,33,15,298745,43.1447522,-71.2543156
NH895,GILMAN LIBRARY,33,1,60201,43.4520988,-71.2133827
NH8950,DEERING PUBLIC LIBRARY,33,11,403398,43.0615275,-71.8051308
NH8951,DERRY PUBLIC LIBRARY,33,15,298745,42.883639,-71.321608
NH8952,TAYLOR LIBRARY,33,15,298745,42.894204,-71.295625
NH8954,DOVER PUBLIC LIBRARY,33,17,124642,43.1926658,-70.8755443
NH8955,DUBLIN PUBLIC LIBRARY,33,5,76399,42.9059578,-72.0596388
NH8957,DUNBARTON PUBLIC LIBRARY,33,13,147150,43.1032896,-71.6167889
NH8958,DURHAM PUBLIC LIBRARY,33,17,124642,43.139925,-70.926298
NH8959,EAST KINGSTON PUBLIC LIBRARY,33,15,298745,42.9252265,-71.0084464
NH896,AMHERST TOWN LIBRARY,33,11,403398,42.862708,-71.627741
NH8960,EASTON PUBLIC LIBRARY,33,9,89628,44.1302664,-71.79017
NH8961,EFFINGHAM PUBLIC LIBRARY,33,3,47505,43.7393253,-71.0095738
NH8962,ENFIELD PUBLIC LIBRARY,33,9,89628,43.642857,-72.144428
NH8963,HARVEY-MITCHELL MEMORIAL LIBRARY,33,15,298745,43.039148,-71.073294
NH8964,EPSOM PUBLIC LIBRARY,33,13,147150,43.2230608,-71.3343239
NH8965,ERROL PUBLIC LIBRARY,33,7,31962,44.7806009,-71.1363072
NH8966,EXETER PUBLIC LIBRARY,33,15,298745,42.9818801,-70.9441893
NH8967,GOODWIN LIBRARY,33,17,124642,43.3778839,-71.0460388
NH8968,FITZWILLIAM TOWN LIBRARY,33,5,76399,42.7795961,-72.1451826
NH8969,GEORGE HOLMES BIXBY MEMORIAL LIBRARY,33,11,403398,42.988829,-71.8134443
NH8970,ABBIE GREENLEAF LIBRARY,33,9,89628,44.2242574,-71.7390623
NH89708,ANDOVER PUBLIC LIBRARY,33,13,147150,43.4365217,-71.8211506
NH8971,FRANKLIN PUBLIC LIBRARY,33,13,147150,43.4444667,-71.646945
NH8972,FREEDOM PUBLIC LIBRARY,33,3,47505,43.8128307,-71.0335032
NH8973,FREMONT PUBLIC LIBRARY,33,15,298745,42.996611,-71.113683
NH8974,GILFORD PUBLIC LIBRARY,33,1,60201,43.5485813,-71.4050352
NH0202,GILMANTON CORNER PUBLIC LIBRARY,33,1,60201,43.4248169,-71.4140749
NH8979,GOFFSTOWN PUBLIC LIBRARY,33,11,403398,43.020662,-71.600304
NH8980,GORHAM PUBLIC LIBRARY,33,7,31962,44.3870303,-71.1725906
NH8981,OLIVE G. PETTIS LIBRARY,33,19,42986,43.3006281,-72.1481262
NH8982,GRAFTON PUBLIC LIBRARY,33,9,89628,43.5607259,-71.9463843
NH8983,DUNBAR FREE LIBRARY,33,19,42986,43.4879463,-72.1369815
NH8984,STEPHENSON MEMORIAL LIBRARY,33,11,403398,42.9504206,-71.8718496
NH8985,WEEKS PUBLIC LIBRARY,33,15,298745,43.0354423,-70.8325903
NH8986,CHAMBERLIN FREE PUBLIC LIBRARY,33,11,403398,42.7672981,-71.8120086
NH8987,GROTON PUBLIC LIBRARY,33,9,89628,43.7408575,-71.8528092
NH8988,HAMPSTEAD PUBLIC LIBRARY,33,15,298745,42.8613468,-71.1738125
NH8989,LANE MEMORIAL LIBRARY,33,15,298745,42.9376414,-70.8335644
NH899,JAMES A. TUTTLE LIBRARY,33,11,403398,43.0277295,-71.9377826
NH8990,HAMPTON FALLS FREE LIBRARY,33,15,298745,42.9208124,-70.8748158
NH8991,HANCOCK TOWN LIBRARY,33,11,403398,42.9730717,-71.9814714
NH8992,HOWE LIBRARY,33,9,89628,43.699881,-72.287067
NH8994,HARRISVILLE PUBLIC LIBRARY,33,5,76399,42.944338,-72.093987
NH8995,WOODSVILLE FREE PUBLIC LIBRARY,33,9,89628,44.1503878,-72.0367309
NH8996,PATTEN-NORTH HAVERHILL LIBRARY,33,9,89628,44.0932279,-72.0255676
NH8997,PIKE LIBRARY,33,9,89628,44.0313436,-72.0069479
NH8998,HAVERHILL LIBRARY ASSOCIATION,33,9,89628,44.0336573,-72.0614101
NH8999,HEBRON PUBLIC LIBRARY,33,9,89628,43.69868,-71.804319
NH8956,DUMMER PUBLIC LIBRARY,33,7,31962,44.6093444,-71.2018915
NH8929,CAMPTON PUBLIC LIBRARY,33,9,89628,43.8524063,-71.6349618
NH89206,SUTTON FREE LIBRARY,33,13,147150,43.266491,-71.940386
NH891,ACWORTH SILSBY PUBLIC LIBRARY,33,19,42986,43.2177481,-72.2926076
NH89209,COOK MEMORIAL LIBRARY,33,3,47505,43.8598515,-71.2651808
NH89210,CHOCORUA PUBLIC LIBRARY,33,3,47505,43.8803336,-71.217371
NH8910,ASHLAND TOWN LIBRARY,33,9,89628,43.6951768,-71.6314409
NH8936,CHESTER PUBLIC LIBRARY,33,15,298745,42.9573442,-71.2569679
NH8947,GEORGE GAMBLE LIBRARY,33,13,147150,43.5253048,-71.8609723
NH8993,HANOVER TOWN LIBRARY,33,9,89628,43.694672,-72.217622
NH8978,GILSUM PUBLIC LIBRARY,33,5,76399,43.0482318,-72.257367
NH89191,SHELBURNE PUBLIC LIBRARY,33,7,31962,44.4026104,-71.0765348
NH0247,RANDOLPH PUBLIC LIBRARY,33,7,31962,44.3658746,-71.327366
NH0248-001,BRIDGEWATER PUBLIC LIBRARY,33,9,89628,43.697065,-71.6573042
NH0249-001,ORFORD SOCIAL LIBRARY,33,9,89628,43.9050609,-72.1373533
NH0251,GILMANTON IRON WORKS LIBRARY,33,1,60201,43.4161139,-71.2970531
NH0253,MADBURY PUBLIC LIBRARY,33,17,124642,43.1668294,-70.9400039
NH0254,WILLIAM ADAMS BACHELDER LIBRARY,33,13,147150,43.456683,-71.748277
NH0255,ROLLINSFORD PUBLIC LIBRARY,33,17,124642,43.2368479,-70.8187286
NH0257,GILMANTON YEAR-ROUND LIBRARY ASSOCIATION,33,1,60201,43.4191678,-71.2992336
NJ0001-002,ATLANTIC COUNTY LIBRARY,34,1,276167,39.450681,-74.725879
0100A,BRIGANTINE BRANCH LIBRARY,34,1,276167,39.402614,-74.374617
0100B,EGG HARBOR TOWNSHIP BRANCH,34,1,276167,39.387429,-74.600567
0100C,GALLOWAY TOWNSHIP BRANCH LIBRARY,34,1,276167,39.465378,-74.497402
0100E,PLEASANTVILLE BRANCH,34,1,276167,39.3926345,-74.5244346
0100F,VENTNOR COMMUNITY LIBRARY,34,1,276167,39.336068,-74.482708
0100G,HAMMONTON BRANCH,34,7,512125,39.669095,-74.864052
0100H,ATLANTIC COUNTY BOOKMOBILE,34,1,276167,39.450681,-74.725879
0100I,SOMERS POINT BRANCH LIBRARY,34,1,276167,39.3134019,-74.5959204
NJ0001-012,LONGPORT BRANCH,34,1,276167,39.311699,-74.527379
NJ0001-013,EGG HARBOR CITY BRANCH,34,1,276167,39.529493,-74.646767
NJ0002-002,ABSECON PUBLIC LIBRARY,34,1,276167,39.428434,-74.504363
NJ0003-002,ATLANTIC CITY FREE PUBLIC LIBRARY,34,1,276167,39.3621507,-74.4280486
0102A,RICHMOND AVE. BRANCH,34,1,276167,39.361707,-74.435784
NJ0004-002,LINWOOD PUBLIC LIBRARY,34,1,276167,39.354891,-74.570342
NJ0005-002,MARGATE CITY PUBLIC LIBRARY,34,1,276167,39.328037,-74.499315
NJ0006-002,NORTHFIELD PUBLIC LIBRARY,34,1,276167,39.367027,-74.55614
NJ0008-002,LEE MEMORIAL LIBRARY,34,3,927434,41.030906,-74.136838
NJ0009-002,BERGENFIELD FREE PUBLIC LIBRARY,34,3,927434,40.923639,-73.999601
NJ0010-002,BOGOTA PUBLIC LIBRARY,34,3,927434,40.87938,-74.030274
NJ0011-002,WILLIAM E. DERMODY PUBLIC LIBRARY,34,3,927434,40.837941,-74.091339
NJ0012-002,CLIFFSIDE PARK FREE LIBRARY,34,3,927434,40.8204955,-73.988546
NJ0013-002,CLOSTER PUBLIC LIBRARY,34,3,927434,40.974594,-73.967404
NJ0014-002,CRESSKILL PUBLIC LIBRARY,34,3,927434,40.941685,-73.9606482
NJ0015-002,DEMAREST PUBLIC LIBRARY ASSOCIATION,34,3,927434,40.957379,-73.9675
NJ0016-002,DIXON HOMESTEAD LIBRARY,34,3,927434,40.941861,-73.993289
NJ0017-002,EAST RUTHERFORD MEMORIAL LIBRARY,34,3,927434,40.832579,-74.098718
0300G,BURLINGTON BOOKMOBILE,34,5,450141,40.0113027,-74.7974324
NJ0018-002,EDGEWATER FREE PUBLIC LIBRARY,34,3,927434,40.829645,-73.974482
NJ0019-002,ELMWOOD PARK FREE PUBLIC LIBRARY,34,3,927434,40.9083174,-74.1195968
NJ0020-002,EMERSON PUBLIC LIBRARY,34,3,927434,40.972596,-74.026029
NJ0021-002,ENGLEWOOD LIBRARY,34,3,927434,40.894109,-73.972351
NJ0022-002,MAURICE M. PINE FREE PUBLIC LIBRARY,34,3,927434,40.9361655,-74.1316324
NJ0023-002,FAIRVIEW FREE PUBLIC LIBRARY,34,3,927434,40.815649,-73.995612
NJ0024-002,FORT LEE FREE PUBLIC LIBRARY,34,3,927434,40.852188,-73.972471
NJ0025-002,FRANKLIN LAKES FREE PUBLIC LIBRARY,34,3,927434,41.020245,-74.199773
NJ0026-002,GARFIELD FREE PUBLIC LIBRARY,34,3,927434,40.8806388,-74.1013197
NJ0027-002,GLEN ROCK PUBLIC LIBRARY,34,3,927434,40.96229,-74.126397
NJ0028-002,JOHNSON FREE PUBLIC LIBRARY,34,3,927434,40.886981,-74.041298
NJ0029-002,HARRINGTON PARK PUBLIC LIBRARY,34,3,927434,40.9870946,-73.9780803
NJ0030-002,HASBROUCK HEIGHTS FREE PUBLIC LIBRARY,34,3,927434,40.865109,-74.07496
NJ0031-002,HAWORTH MUNICIPAL LIBRARY,34,3,927434,40.960691,-73.988236
2844,HILLSDALE FREE PUBLIC LIBRARY,34,3,927434,41.00263,-74.045711
NJ0033-002,HO-HO-KUS PUBLIC LIBRARY,34,3,927434,40.998797,-74.111847
NJ0034-002,LEONIA PUBLIC LIBRARY,34,3,927434,40.8623192,-73.9889074
NJ0035-002,LITTLE FERRY FREE PUBLIC LIBRARY,34,3,927434,40.851307,-74.043736
NJ0036-002,LODI MEMORIAL LIBRARY,34,3,927434,40.8734164,-74.0892218
NJ0037-002,LYNDHURST FREE PUBLIC LIBRARY,34,3,927434,40.8123466,-74.1251188
NJ0038-002,MAHWAH FREE PUBLIC LIBRARY,34,3,927434,41.087786,-74.159423
NJ0039-002,MAYWOOD PUBLIC LIBRARY,34,3,927434,40.901032,-74.062979
NJ0040-002,MIDLAND PARK MEMORIAL LIB.,34,3,927434,40.990566,-74.1413358
NJ0041-002,MONTVALE FREE PUBLIC LIBRARY,34,3,927434,41.048244,-74.062035
NJ0042-002,NEW MILFORD PUBLIC LIBRARY,34,3,927434,40.920034,-74.022921
NJ0043-002,NO. ARLINGTON PUBLIC LIBRARY,34,3,927434,40.7886161,-74.1332632
NJ0045-002,NORWOOD PUBLIC LIBRARY,34,3,927434,40.9947762,-73.9617852
NJ0046-002,OAKLAND PUBLIC LIBRARY,34,3,927434,41.0241508,-74.2444819
NJ0047-002,OLD TAPPAN FREE PUBLIC LIBRARY,34,3,927434,41.010171,-73.981283
NJ0048-002,ORADELL PUBLIC LIBRARY,34,3,927434,40.9532401,-74.0318111
NJ0049-002,PALISADES PARK FREE PUBLIC LIBRARY,34,3,927434,40.8475071,-73.9959755
NJ0050-002,PARAMUS PUBLIC LIBRARY,34,3,927434,40.926279,-74.058833
0246A,MIDLAND AVENUE BRANCH,34,3,927434,40.960573,-74.090211
NJ0051-002,PARK RIDGE FREE PUB. LIB.,34,3,927434,41.035468,-74.0448034
NJ0052-002,RAMSEY FREE PUBLIC LIBRARY,34,3,927434,41.056329,-74.147139
NJ0053-002,RIDGEFIELD FREE PUB. LIB.,34,3,927434,40.8318617,-74.0049361
NJ0054-002,RIDGEFIELD PARK PUB. LIB.,34,3,927434,40.854556,-74.022111
NJ0055-002,RIDGEWOOD PUBLIC LIBRARY,34,3,927434,40.98146,-74.112624
NJ0056-002,RIVER EDGE FREE PUB. LIB.,34,3,927434,40.933054,-74.037991
NJ0057-002,RIVER VALE PUBLIC LIBRARY,34,3,927434,41.0090757,-74.0107703
NJ0058-002,ROCHELLE PARK PUBLIC LIBRARY,34,3,927434,40.9131073,-74.0792004
NJ0059-002,RUTHERFORD FREE PUB. LIB.,34,3,927434,40.826386,-74.106672
NJ0060-002,SADDLE BROOK FREE PUB. LIB.,34,3,927434,40.904929,-74.089431
NJ0061-002,TEANECK PUBLIC LIBRARY,34,3,927434,40.885243,-74.006232
NJ0062-002,TENAFLY FREE PUBLIC LIBRARY,34,3,927434,40.927684,-73.969203
NJ0063-002,UPPER SADDLE RIVER PUBLIC LIBRARY,34,3,927434,41.058757,-74.09427
NJ0064-002,WALDWICK PUBLIC LIBRARY,34,3,927434,41.0109098,-74.1181599
NJ0065-002,JOHN F. KENNEDY MEMORIAL LIBRARY,34,3,927434,40.8560911,-74.1132891
NJ0066-002,WASH. TWP PUB LIB/WESTWOOD,34,3,927434,40.995875,-74.016446
NJ0067-002,WESTWOOD FREE PUBLIC LIBRARY,34,3,927434,40.9903665,-74.0338414
NJ0068-002,WOOD-RIDGE MEMORIAL LIBRARY,34,3,927434,40.848012,-74.081521
NJ0069-002,WYCKOFF FREE PUBLIC LIBRARY,34,3,927434,41.0078957,-74.1672464
NJ0070-002,BURLINGTON COUNTY LIBRARY,34,5,450141,40.0113027,-74.7974324
0300A,BORDENTOWN BRANCH LIBRARY,34,5,450141,40.1435961,-74.7076107
0300B,CINNAMINSON BRANCH LIBRARY,34,5,450141,39.998236,-74.994215
0300C,EVESHAM BRANCH LIBRARY,34,5,450141,39.8831278,-74.8766691
0300D,PINELANDS BRANCH LIBRARY,34,5,450141,39.896219,-74.823557
331,RIVERTON - PALMYRA BRANCH,34,5,450141,40.011643,-75.01532
0300E,PEMBERTON BRANCH LIBRARY,34,5,450141,39.973675,-74.679904
NJ0070-012,MAPLE SHADE BRANCH,34,5,450141,39.960234,-74.996173
NJ0071-002,LIBRARY COMPANY OF BURLINGTON,34,5,450141,40.0792629,-74.8594839
NJ0072-002,CROSSWICKS PUBLIC LIBRARY,34,5,450141,40.153275,-74.647095
NJ0073-002,DELANCO PUBLIC LIBARY,34,5,450141,40.0530154,-74.9481996
NJ0074-002,BEVERLY-EDGEWATER PARK FREE LIBRARY,34,5,450141,40.064171,-74.9186266
NJ0075-002,FLORENCE TOWNSHIP LIBRARY,34,5,450141,40.1163537,-74.7778797
NJ0076-002,MOORESTOWN LIBRARY,34,5,450141,39.96378,-74.950072
NJ0077-002,MOUNT HOLLY LIBRARY & LYCEUM,34,5,450141,39.999381,-74.790677
NJ0078-002,MOUNT LAUREL FREE PUBLIC LIBRARY,34,5,450141,39.958293,-74.923796
NJ0079-002,RIVERSIDE PUBLIC LIBRARY,34,5,450141,40.039049,-74.9589107
NJ0081-002,SALLY STRETCH KEEN MEMORIAL LIBRARY,34,5,450141,39.935532,-74.750322
NJ0082-002,WILLINGBORO PUBLIC LIBRARY,34,5,450141,40.0422944,-74.8794622
NJ0083-002,CAMDEN COUNTY LIBRARY,34,7,512125,39.848492,-75.001567
0400A,GLOUCESTER TOWNSHIP BRANCH LIBRARY,34,7,512125,39.802729,-75.052474
0400B,HADDON TOWNSHIP BRANCH LIBRARY,34,7,512125,39.902354,-75.061533
0400C,SOUTH COUNTY BRANCH LIBRARY,34,7,512125,39.767382,-74.88921
NJ0083-006,BELLMAWR BRANCH LIBRARY,34,7,512125,39.8664929,-75.078088
NJ0083-007,MERCHANTVILLE READING CENTER,34,7,512125,39.9497181,-75.0485867
FERRY_BR,FERRY AVENUE BRANCH,34,7,512125,39.920118,-75.11096
NJ0083-009,NILSA I. CRUZ DOWNTOWN BRANCH ON THE RUTGERS CAMPUS,34,7,512125,39.9479702,-75.1204222
NJ0084-002,AUDUBON FREE PUBLIC LIBRARY,34,7,512125,39.890871,-75.069644
NJ0085-002,MARIE FLECHE MEMORIAL LIBRARY,34,7,512125,39.7957758,-74.9322804
NJ0087-002,CHERRY HILL FREE PUBLIC LIBRARY,34,7,512125,39.9207427,-75.0029294
NJ0088-002,CLEMENTON MEMORIAL LIBRARY,34,7,512125,39.8157393,-74.9824771
NJ0089-002,COLLINGSWOOD FREE PUBLIC LIBRARY,34,7,512125,39.915625,-75.066815
NJ0090-002,GIBBSBORO PUBLIC LIBRARY,34,7,512125,39.837524,-74.968916
NJ0091-002,GLOUCESTER CITY LIBRARY,34,7,512125,39.896285,-75.118628
NJ0092-002,HADDONFIELD PUBLIC LIBRARY,34,7,512125,39.899344,-75.034678
NJ0093-002,HADDON HEIGHTS PUBLIC LIBRARY,34,7,512125,39.881954,-75.059193
NJ0094-002,OAKLYN MEMORIAL LIBRARY,34,7,512125,39.90204,-75.079697
NJ0095-002,PENNSAUKEN FREE PUB. LIB.,34,7,512125,39.950066,-75.065817
NJ0096-002,RUNNEMEDE PUBLIC LIBRARY,34,7,512125,39.857867,-75.075997
NJ0098-002,STRATFORD PUBLIC LIBRARY,34,7,512125,39.832633,-75.007267
NJ0099-002,WATERFORD TWSP. PUB LIB.,34,7,512125,39.770108,-74.887182
NJ0100-002,CAPE MAY COUNTY LIBRARY,34,9,95849,39.084053,-74.8279064
0500B,LOWER CAPE BRANCH,34,9,95849,39.009557,-74.939093
0500C,SEA ISLE CITY BRANCH,34,9,95849,39.156036,-74.692057
0500D,STONE HARBOR BRANCH,34,9,95849,39.050505,-74.760898
0500E,UPPER CAPE BRANCH,34,9,95849,39.083234,-74.832562
0500F,CAPE MAY BOOKMOBILE,34,9,95849,39.084053,-74.8279064
502,CAPE MAY CITY BRANCH,34,9,95849,38.932117,-74.920732
NJ0100-011,WILDWOOD CREST BRANCH,34,9,95849,38.973399,-74.830263
NJ0100-012,WOODBINE BRANCH,34,9,95849,39.2351295,-74.8166763
NJ0102-002,OCEAN CITY FREE PUB. LIB.,34,9,95849,39.2717813,-74.5905313
NJ0104-002,CUMBERLAND COUNTY LIBRARY,34,11,157153,39.4245007,-75.2059281
NJ0105-002,BRIDGETON FREE PUBLIC LIBRARY,34,11,157153,39.428785,-75.231803
NJ0108-002,MILLVILLE PUBLIC LIBRARY,34,11,157153,39.39823,-75.039951
NJ0109-002,VINELAND PUBLIC LIBRARY,34,11,157153,39.485399,-75.009403
NJ0110-002,BELLEVILLE FREE PUBLIC LIBRARY,34,13,792091,40.7885475,-74.1524817
NJ0111-002,BLOOMFIELD PUBLIC LIBRARY,34,13,792091,40.7966592,-74.1973226
NJ0112-002,CALDWELL FREE PUBLIC LIBRARY,34,13,792091,40.8383045,-74.2741917
NJ0113-002,CEDAR GROVE FREE PUBLIC LIBRARY,34,13,792091,40.8513649,-74.2292805
NJ0114-002,EAST ORANGE PUBLIC LIBRARY,34,13,792091,40.759722,-74.211747
0705A,AMPERE BRANCH,34,13,792091,40.76575,-74.194716
0705B,ELMWOOD BRANCH,34,13,792091,40.754956,-74.222298
0705C,FRANKLIN BRANCH,34,13,792091,40.781835,-74.210267
NJ0115-002,FAIRFIELD FREE PUBLIC LIBRARY,34,13,792091,40.887397,-74.299966
NJ0116-002,GLEN RIDGE FREE PUBLIC LIBRARY,34,13,792091,40.801138,-74.203528
NJ0117-002,IRVINGTON PUBLIC LIBRARY,34,13,792091,40.7271447,-74.2338633
NJ0118-002,LIVINGSTON FREE PUBLIC LIBRARY,34,13,792091,40.7833947,-74.316617
NJ0119-002,MAPLEWOOD MEMORIAL LIBRARY,34,13,792091,40.729514,-74.276236
0711A,HILTON BRANCH,34,13,792091,40.7219496,-74.260846
NJ0120-002,MILLBURN FREE PUBLIC LIBRARY,34,13,792091,40.727012,-74.306005
NJ0121-002,MONTCLAIR PUBLIC LIBRARY,34,13,792091,40.811602,-74.218287
0713A,BELLEVUE AVE. BRANCH LIB.,34,13,792091,40.840477,-74.204673
NJ0122-002,NEWARK PUBLIC LIBRARY,34,13,792091,40.7813455,-74.1544361
0714A,BRANCH BROOK BRANCH,34,13,792091,40.7578856,-74.1762948
0714C,CLINTON BRANCH,34,13,792091,40.718554,-74.2014084
0714G,NORTH END BRANCH,34,13,792091,40.776597,-74.162605
0714H,ROSEVILLE BRANCH,34,13,792091,40.750935,-74.1902867
0714I,SPRINGFIELD BRANCH,34,13,792091,40.7371482,-74.1899553
0714J,VAILSBURG BRANCH,34,13,792091,40.74298,-74.225366
0714K,VAN BUREN BRANCH,34,13,792091,40.7278116,-74.1576007
0714L,WEEQUAHIC BRANCH,34,13,792091,40.7110378,-74.2113515
NJ0123-002,NUTLEY FREE PUBLIC LIBRARY,34,13,792091,40.817578,-74.158936
NJ0124-002,THE ORANGE PUBLIC LIBRARY,34,13,792091,40.7728712,-74.2314942
NJ0125-002,ROSELAND PUBLIC LIBRARY,34,13,792091,40.823637,-74.291676
NJ0126-002,SOUTH ORANGE PUBLIC LIBRARY,34,13,792091,40.746967,-74.256939
NJ0127-002,VERONA FREE PUBLIC LIBRARY,34,13,792091,40.8332662,-74.2464744
NJ0128-002,WEST CALDWELL PUBLIC LIBRARY,34,13,792091,40.851772,-74.294605
NJ0129-002,WEST ORANGE FREE PUB. LIB.,34,13,792091,40.77942,-74.240866
800,GLOUCESTER COUNTY LIBRARY,34,15,289940,39.748632,-75.218512
0800B,LOGAN TOWNSHIP BRANCH,34,15,289940,39.747222,-75.110489
0800G,GLASSBORO BRANCH LIBRARY,34,15,289940,39.7025601,-75.1108926
807,GIBBSTOWN PUBLIC LIBRARY,34,15,289940,39.8174711,-75.2663786
0800B,SWEDESBORO PUBLIC LIBRARY,34,15,289940,39.747597,-75.310582
NJ0132-002,EAST GREENWICH LIBRARY,34,15,289940,39.787942,-75.241709
NJ0131-002,JAMES H. JOHNSON MEMORIAL LIBRARY,34,15,289940,39.825129,-75.139496
NJ0133-002,FRANKLIN TWP. PUB. LIB./FRANKLINVILLE,34,15,289940,39.61731,-75.078288
NJ0136-002,MONROE TOWNSHIP FREE PUBLIC LIBRARY,34,15,289940,39.693182,-75.001332
NJ0137-002,NEWFIELD PUBLIC LIBRARY,34,15,289940,39.547568,-75.019937
NJ0138-002,GILL MEMORIAL LIBRARY,34,15,289940,39.830905,-75.237869
NJ0139-002,MCCOWAN MEMORIAL LIBRARY,34,15,289940,39.731743,-75.129703
NJ0141-002,MARGARET E HEGGAN PUBLIC LIBRARY,34,15,289940,39.746872,-75.113307
NJ0142-002,WENONAH FREE PUBLIC LIBRARY,34,15,289940,39.7912622,-75.1488108
NJ0143-002,WEST DEPTFORD PUBLIC LIBRARY,34,15,289940,39.845145,-75.187811
NJ0144-002,WESTVILLE PUBLIC LIBRARY,34,15,289940,39.861413,-75.134317
NJ0145-002,WOODBURY PUBLIC LIBRARY,34,15,289940,39.838689,-75.154366
NJ0146-002,BAYONNE FREE PUBLIC LIBRARY,34,17,663906,40.671506,-74.115119
NJ0147-002,HARRISON PUBLIC LIBRARY,34,17,663906,40.7465871,-74.155811
NJ0148-002,HOBOKEN PUBLIC LIBRARY,34,17,663906,40.7427269,-74.0321111
NJ0149-002,JERSEY CITY PUBLIC LIBRARY,34,17,663906,40.718946,-74.047606
0906C,CLAREMONT BRANCH,34,17,663906,40.708412,-74.081855
0906D,FIVE CORNERS BRANCH,34,17,663906,40.7345411,-74.0590473
0906E,GREENVILLE BRANCH,34,17,663906,40.7029874,-74.0910123
0906F,HUDSON CITY BRANCH,34,17,663906,40.745643,-74.050536
0906G,LAFAYETTE BRANCH,34,17,663906,40.7116032,-74.0624362
0906H,MARION BRANCH,34,17,663906,40.734102,-74.071551
0906I,MILLER BRANCH,34,17,663906,40.7177054,-74.0765641
0906J,PAVONIA BRANCH,34,17,663906,40.7271625,-74.0481109
0906M,WEST BERGEN BRANCH,34,17,663906,40.7181513,-74.0838977
0906N,JERSEY CITY BOOKMOBILE,34,17,663906,40.718946,-74.047606
NJ0150-002,KEARNY PUBLIC LIBRARY,34,17,663906,40.7617297,-74.1501857
0907A,KEARNY BRANCH LIBRARY,34,17,663906,40.7779544,-74.1413877
NJ0151-005,NORTH BERGEN PUBLIC LIBRARY,34,17,663906,40.8047002,-74.0044902
NBKENNEDYBR,KENNEDY BRANCH,34,17,663906,40.768975,-74.040083
NJ0152-002,SECAUCUS FREE PUBLIC LIBRARY,34,17,663906,40.7930155,-74.0582532
NJ0153-002,UNION CITY PUBLIC LIBRARY,34,17,663906,40.7771611,-74.0225812
0910A,UNION CITY BRANCH PUB. LIB.,34,17,663906,40.766589,-74.038142
NJ0154-002,WEEHAWKEN FREE PUBLIC LIBRARY,34,17,663906,40.769014,-74.022749
NJ0155-002,WEST NEW YORK PUBLIC LIBRARY,34,17,663906,40.7882431,-74.0152088
NJ0156-002,HUNTERDON COUNTY LIBRARY,34,19,126473,40.5023036,-74.8652292
1000B,NORTH COUNTY BRANCH LIBRARY,34,19,126473,40.63706,-74.909688
1000E,HUNTERDON COUNTY LIBRARY BOOKMOBILE,34,19,126473,40.5023036,-74.8652292
1000G,SOUTH COUNTY BRANCH,34,19,126473,40.426263,-74.867915
NJ0158-002,FLEMINGTON FREE PUBLIC LIBRARY,34,19,126473,40.509158,-74.858767
NJ0159-002,FRENCHTOWN PUBLIC LIBRARY,34,19,126473,40.527443,-75.060708
NJ0160-002,HIGH BRIDGE PUBLIC LIBRARY,34,19,126473,40.66876,-74.899626
NJ0161-002,HOLLAND TOWNSHIP FREE PUBLIC LIBRARY,34,19,126473,40.5961957,-75.1059844
NJ0162-002,LAMBERTVILLE FREE PUBLIC LIBRARY,34,19,126473,40.365499,-74.942261
NJ0163-002,MILFORD PUBLIC LIBRARY,34,19,126473,40.5506261,-75.0713517
NJ0164-002,TEWKSBURY TWSP. PUB. LIB.,34,19,126473,40.672073,-74.749335
NJ0165-002,MERCER COUNTY LIBRARY,34,21,371052,40.265524,-74.717819
1100A,HICKORY CORNER ROAD BRANCH,34,21,371052,40.262229,-74.554308
1100B,EWING BRANCH LIBRARY,34,21,371052,40.26745,-74.800776
1100C,HIGHTSTOWN MEMORIAL LIBRARY,34,21,371052,40.2704524,-74.5217405
1100D,HOLLOWBROOK BRANCH LIBRARY,34,21,371052,40.2652985,-74.7713336
1100E,HOPEWELL BRANCH LIBRARY,34,21,371052,40.327103,-74.801281
1100F,TWIN RIVERS BRANCH LIBRARY,34,21,371052,40.26672,-74.4928095
1100G,WASHINGTON TOWNSHIP BRANCH LIBRARY,34,21,371052,40.2131149,-74.6197473
1100H,WEST WINDSOR BRANCH LIBRARY,34,21,371052,40.3054659,-74.6322889
NJ0166-002,HAMILTON TWSP. FREE PUBLIC LIBRARY,34,21,371052,40.214192,-74.699688
NJ0167-002,HOPEWELL PUBLIC LIBRARY,34,21,371052,40.389554,-74.76091
NJ0168-002,PENNINGTON FREE PUB. LIB.,34,21,371052,40.3292851,-74.7913666
NJ0169-002,PRINCETON PUBLIC LIBRARY,34,21,371052,40.351673,-74.660616
NJ0170-002,TRENTON FREE PUBLIC LIBRARY,34,21,371052,40.2219293,-74.7638549
NJ0171-002,CARTERET PUBLIC LIBRARY,34,23,830815,40.578923,-74.219482
NJ0172-002,CRANBURY PUBLIC LIBRARY,34,23,830815,40.3115438,-74.5160075
NJ0173-002,DUNELLEN FREE PUBLIC LIBRARY,34,23,830815,40.559528,-74.512445
NJ0174-002,EAST BRUNSWICK PUBLIC LIBRARY,34,23,830815,40.415935,-74.420265
NJ0175-002,EDISON TWSP. FREE PUBLIC LIB,34,23,830815,40.517687,-74.407686
1205A,CLARA BARTON BRANCH,34,23,830815,40.53441,-74.331349
